State_proved,Mean_time,Mean_profit,Mean_distance
0,2.514991283416748,87.2,27.52
1,2.5997761726379394,99.4,50.64
2,2.5570540904998778,67.2,70.28
3,2.566757917404175,68.0,54.839999999999996
4,2.470391273498535,63.4,86.84
5,2.564413642883301,76.0,48.64
6,2.5157117366790773,72.4,76.6
7,2.592370319366455,86.0,57.04
8,2.5219895362854006,76.4,45.720000000000006
9,2.540583038330078,90.0,52.120000000000005
