State_proved,Mean_time,Mean_profit
"[130, 7]",0.28116875886917114,80.0
"[130, 8]",0.24466180801391602,76.25
"[130, 9]",0.21767210960388184,80.75
"[130, 10]",0.19961881637573242,75.25
"[135, 1]",2.0318339467048645,83.25
"[135, 2]",0.99442058801651,81.75
"[135, 3]",0.6855365633964539,83.0
"[135, 4]",0.5109747648239136,79.75
"[135, 5]",0.40176379680633545,78.5
"[135, 6]",0.35797345638275146,78.75
"[135, 7]",0.2914677858352661,78.5
"[135, 8]",0.241021990776062,74.0
"[135, 9]",0.21900910139083862,79.0
"[135, 10]",0.2013971209526062,82.5
"[140, 1]",2.172556757926941,83.25
"[140, 2]",1.0226808786392212,81.75
"[140, 3]",0.6759963035583496,81.0
"[140, 4]",0.5111323595046997,81.75
"[140, 5]",0.4138614535331726,83.0
"[140, 6]",0.33321434259414673,79.75
"[140, 7]",0.2897249460220337,81.5
"[140, 8]",0.26455676555633545,77.5
"[140, 9]",0.22370857000350952,75.5
"[140, 10]",0.20782631635665894,80.75
"[145, 1]",2.1031896471977234,83.25
"[145, 2]",1.0282552242279053,82.25
"[145, 3]",0.6925315856933594,80.5
"[145, 4]",0.518072783946991,80.75
"[145, 5]",0.40375596284866333,83.0
"[145, 6]",0.34068429470062256,80.0
"[145, 7]",0.28804951906204224,82.0
"[145, 8]",0.2601402997970581,78.0
"[145, 9]",0.23281347751617432,77.0
"[145, 10]",0.20703405141830444,77.75
