State_proved,Mean_time,Mean_profit
"[60, 0, 250]",0.684314489364624,41.5
"[60, 0, 500]",1.3779244422912598,34.0
"[60, 0, 750]",2.1266417503356934,35.0
"[60, 1000, 0]",0.003306150436401367,92.0
"[60, 1000, 250]",0.6777198314666748,90.0
"[60, 1000, 500]",1.385322093963623,95.0
"[60, 1000, 750]",2.0959954261779785,95.0
"[60, 2000, 0]",0.003278493881225586,92.0
"[60, 2000, 250]",0.6778459548950195,95.0
"[60, 2000, 500]",1.3706268072128296,95.0
"[60, 2000, 750]",2.0614490509033203,95.0
"[60, 3000, 0]",0.002993941307067871,92.0
"[60, 3000, 250]",0.7096818685531616,93.5
"[60, 3000, 500]",1.3657877445220947,94.0
"[60, 3000, 750]",2.0921636819839478,94.0
"[60, 4000, 0]",0.003004312515258789,92.0
"[60, 4000, 250]",0.6700156927108765,92.5
"[60, 4000, 500]",1.4072505235671997,94.0
"[60, 4000, 750]",2.0975152254104614,95.0
"[60, 5000, 0]",0.00302886962890625,92.0
"[60, 5000, 250]",0.6898268461227417,93.5
"[60, 5000, 500]",1.3841427564620972,92.0
"[60, 5000, 750]",2.1644065380096436,95.0
"[60, 6000, 0]",0.0032345056533813477,92.0
"[60, 6000, 250]",0.6911245584487915,94.0
"[60, 6000, 500]",1.4157580137252808,95.0
"[60, 6000, 750]",2.1479413509368896,94.0
"[60, 7000, 0]",0.003287196159362793,92.0
"[60, 7000, 250]",0.6788254976272583,94.0
"[60, 7000, 500]",1.3935508728027344,95.0
"[60, 7000, 750]",2.0942212343215942,95.0
"[60, 8000, 0]",0.0028465986251831055,92.0
"[60, 8000, 250]",0.6813551187515259,94.0
"[60, 8000, 500]",1.3668607473373413,95.0
"[60, 8000, 750]",2.081326484680176,93.5
"[60, 9000, 0]",0.003267526626586914,92.0
"[60, 9000, 250]",0.6736360788345337,95.0
"[60, 9000, 500]",1.3868273496627808,94.0
"[60, 9000, 750]",2.090482711791992,95.0
"[60, 10000, 0]",0.0032875537872314453,92.0
"[60, 10000, 250]",0.6780859231948853,92.0
"[60, 10000, 500]",1.3847126960754395,95.0
"[60, 10000, 750]",2.0731486082077026,95.0
"[70, 0, 0]",0.003146648406982422,92.0
"[70, 0, 250]",0.6968250274658203,20.0
"[70, 0, 500]",1.3675178289413452,54.0
"[70, 0, 750]",2.115769147872925,51.0
"[70, 1000, 0]",0.003491044044494629,92.0
"[70, 1000, 250]",0.6701011657714844,89.5
"[70, 1000, 500]",1.4036661386489868,95.0
"[70, 1000, 750]",2.0976375341415405,95.0
"[70, 2000, 0]",0.0035076141357421875,92.0
"[70, 2000, 250]",0.6800258159637451,91.0
"[70, 2000, 500]",1.3579362630844116,95.0
"[70, 2000, 750]",2.104911208152771,95.0
"[70, 3000, 0]",0.003278493881225586,92.0
"[70, 3000, 250]",0.6883080005645752,95.0
"[70, 3000, 500]",1.350386142730713,94.0
"[70, 3000, 750]",2.091093063354492,94.0
"[70, 4000, 0]",0.0032825469970703125,92.0
"[70, 4000, 250]",0.6794912815093994,95.0
"[70, 4000, 500]",1.4765011072158813,93.5
"[70, 4000, 750]",2.134411096572876,93.5
"[70, 5000, 0]",0.003275632858276367,92.0
"[70, 5000, 250]",0.7420226335525513,92.0
"[70, 5000, 500]",1.3664606809616089,94.0
"[70, 5000, 750]",2.0929700136184692,95.0
"[70, 6000, 0]",0.0037724971771240234,92.0
"[70, 6000, 250]",0.6946375370025635,93.5
"[70, 6000, 500]",1.4263908863067627,95.0
"[70, 6000, 750]",2.081998109817505,94.0
"[70, 7000, 0]",0.0037435293197631836,92.0
"[70, 7000, 250]",0.6709038019180298,95.0
"[70, 7000, 500]",1.3580394983291626,95.0
"[70, 7000, 750]",2.1029170751571655,95.0
"[70, 8000, 0]",0.0028352737426757812,92.0
"[70, 8000, 250]",0.6851860284805298,95.0
"[70, 8000, 500]",1.3952709436416626,95.0
"[70, 8000, 750]",2.099693179130554,95.0
"[70, 9000, 0]",0.003331780433654785,92.0
"[70, 9000, 250]",0.6738510131835938,92.5
"[70, 9000, 500]",1.391218662261963,95.0
"[70, 9000, 750]",2.054953455924988,95.0
"[70, 10000, 0]",0.003329038619995117,92.0
"[70, 10000, 250]",0.6961852312088013,92.0
"[70, 10000, 500]",1.3928331136703491,95.0
"[70, 10000, 750]",2.092311978340149,95.0
"[80, 0, 0]",0.0034906864166259766,92.0
"[80, 0, 250]",0.6764786243438721,43.5
"[80, 0, 500]",1.3909668922424316,42.0
"[80, 0, 750]",2.125654697418213,39.5
"[80, 1000, 0]",0.003308534622192383,92.0
"[80, 1000, 250]",0.6700243949890137,85.0
"[80, 1000, 500]",1.3785946369171143,93.5
"[80, 1000, 750]",2.091860055923462,95.0
"[80, 2000, 0]",0.0032781362533569336,92.0
"[80, 2000, 250]",0.7038888931274414,94.0
"[80, 2000, 500]",1.3633837699890137,94.0
"[80, 2000, 750]",2.1419368982315063,95.0
"[80, 3000, 0]",0.0032767057418823242,92.0
"[80, 3000, 250]",0.677527666091919,93.0
"[80, 3000, 500]",1.378344178199768,95.0
"[80, 3000, 750]",2.1044031381607056,93.0
"[80, 4000, 0]",0.002783656120300293,92.0
"[80, 4000, 250]",0.683144211769104,93.0
"[80, 4000, 500]",1.3838602304458618,93.0
"[80, 4000, 750]",2.07249116897583,94.0
"[80, 5000, 0]",0.0029854774475097656,92.0
"[80, 5000, 250]",0.6843702793121338,93.5
"[80, 5000, 500]",1.3803961277008057,95.0
"[80, 5000, 750]",2.0990227460861206,95.0
"[80, 6000, 0]",0.0037919282913208008,92.0
"[80, 6000, 250]",0.6807763576507568,93.5
"[80, 6000, 500]",1.3755277395248413,93.5
"[80, 6000, 750]",2.184669613838196,95.0
"[80, 7000, 0]",0.002893686294555664,92.0
"[80, 7000, 250]",0.69547438621521,93.5
"[80, 7000, 500]",1.3778090476989746,95.0
"[80, 7000, 750]",2.094053864479065,94.0
"[80, 8000, 0]",0.003009200096130371,92.0
"[80, 8000, 250]",0.6812747716903687,92.5
"[80, 8000, 500]",1.3899204730987549,94.0
"[80, 8000, 750]",2.0822978019714355,94.0
"[80, 9000, 0]",0.0033121109008789062,92.0
"[80, 9000, 250]",0.6812654733657837,92.5
"[80, 9000, 500]",1.3678231239318848,94.0
"[80, 9000, 750]",2.086201786994934,95.0
"[80, 10000, 0]",0.0030504465103149414,92.0
"[80, 10000, 250]",0.6826925277709961,95.0
"[80, 10000, 500]",1.3643196821212769,94.0
"[80, 10000, 750]",2.0706878900527954,95.0
"[90, 0, 0]",0.0033392906188964844,92.0
"[90, 0, 250]",0.6854144334793091,34.5
"[90, 0, 500]",1.3972198963165283,38.5
"[90, 0, 750]",2.128788709640503,42.5
"[90, 1000, 0]",0.003487825393676758,92.0
"[90, 1000, 250]",0.6869094371795654,94.0
"[90, 1000, 500]",1.35929536819458,94.0
"[90, 1000, 750]",2.1053537130355835,95.0
"[90, 2000, 0]",0.0029921531677246094,92.0
"[90, 2000, 250]",0.6767475605010986,93.5
"[90, 2000, 500]",1.3777590990066528,93.0
"[90, 2000, 750]",2.1112335920333862,95.0
"[90, 3000, 0]",0.003227710723876953,92.0
"[90, 3000, 250]",0.6815075874328613,92.0
"[90, 3000, 500]",1.401752233505249,95.0
"[90, 3000, 750]",2.0608389377593994,95.0
"[90, 4000, 0]",0.0032311677932739258,92.0
"[90, 4000, 250]",0.7568436861038208,92.5
"[90, 4000, 500]",1.42330801486969,95.0
"[90, 4000, 750]",2.106009602546692,95.0
"[90, 5000, 0]",0.00307464599609375,92.0
"[90, 5000, 250]",0.6824662685394287,95.0
"[90, 5000, 500]",1.3766098022460938,95.0
"[90, 5000, 750]",2.076979637145996,95.0
"[90, 6000, 0]",0.0028439760208129883,92.0
"[90, 6000, 250]",0.6943448781967163,92.5
"[90, 6000, 500]",1.3466218709945679,94.0
"[90, 6000, 750]",2.0668574571609497,95.0
"[90, 7000, 0]",0.0031173229217529297,92.0
"[90, 7000, 250]",0.6773151159286499,95.0
"[90, 7000, 500]",1.3790932893753052,94.0
"[90, 7000, 750]",2.123866558074951,93.5
"[90, 8000, 0]",0.002991318702697754,92.0
"[90, 8000, 250]",0.6742774248123169,95.0
"[90, 8000, 500]",1.3490252494812012,95.0
"[90, 8000, 750]",2.0635238885879517,95.0
"[90, 9000, 0]",0.0032622814178466797,92.0
"[90, 9000, 250]",0.6762303113937378,91.5
"[90, 9000, 500]",1.4074188470840454,95.0
"[90, 9000, 750]",2.07448947429657,95.0
"[90, 10000, 0]",0.003820180892944336,92.0
"[90, 10000, 250]",0.6689867973327637,92.5
"[90, 10000, 500]",1.367669701576233,95.0
"[90, 10000, 750]",2.0554829835891724,93.5
"[100, 0, 0]",0.0030034780502319336,92.0
"[100, 0, 250]",0.7029565572738647,44.0
"[100, 0, 500]",1.3709994554519653,17.0
"[100, 0, 750]",2.1183087825775146,59.5
"[100, 1000, 0]",0.003344893455505371,92.0
"[100, 1000, 250]",0.6702024936676025,93.5
"[100, 1000, 500]",1.377130150794983,94.0
"[100, 1000, 750]",2.088781952857971,95.0
"[100, 2000, 0]",0.0033301115036010742,92.0
"[100, 2000, 250]",0.6733391284942627,92.0
"[100, 2000, 500]",1.373779058456421,95.0
"[100, 2000, 750]",2.0857994556427,95.0
"[100, 3000, 0]",0.0031620264053344727,92.0
"[100, 3000, 250]",0.6948239803314209,93.0
"[100, 3000, 500]",1.3999570608139038,94.0
"[100, 3000, 750]",2.103226065635681,95.0
"[100, 4000, 0]",0.003321528434753418,92.0
"[100, 4000, 250]",0.6814227104187012,94.0
"[100, 4000, 500]",1.3792376518249512,94.0
"[100, 4000, 750]",2.069571018218994,94.0
"[100, 5000, 0]",0.0032776594161987305,92.0
"[100, 5000, 250]",0.7203980684280396,91.5
"[100, 5000, 500]",1.369362235069275,95.0
"[100, 5000, 750]",2.107824683189392,95.0
"[100, 6000, 0]",0.0035800933837890625,92.0
"[100, 6000, 250]",0.6717966794967651,95.0
"[100, 6000, 500]",1.3699657917022705,94.0
"[100, 6000, 750]",2.0859118700027466,95.0
"[100, 7000, 0]",0.0034942626953125,92.0
"[100, 7000, 250]",0.6827293634414673,92.0
"[100, 7000, 500]",1.3771579265594482,95.0
"[100, 7000, 750]",2.0611135959625244,95.0
"[100, 8000, 0]",0.003354191780090332,92.0
"[100, 8000, 250]",0.6996941566467285,93.5
"[100, 8000, 500]",1.3719242811203003,93.5
"[100, 8000, 750]",2.074440836906433,95.0
"[100, 9000, 0]",0.0032683610916137695,92.0
"[100, 9000, 250]",0.6894725561141968,93.5
"[100, 9000, 500]",1.388647437095642,95.0
"[100, 9000, 750]",2.0701547861099243,95.0
"[100, 10000, 0]",0.0028243064880371094,92.0
"[100, 10000, 250]",0.680548906326294,91.5
"[100, 10000, 500]",1.3655399084091187,95.0
"[100, 10000, 750]",2.065966486930847,95.0
