Time,Profit,Gas_cost
2.5479307174682617,92,50.5
2.5289855003356934,90,53.39999999999999
2.5561444759368896,88,54.10000000000001
2.5270395278930664,92,49.5
2.5428149700164795,88,53.099999999999994
